#Seq	Imp_val	m_sum_neg	c_neg	m_sum_all	m_sum_nzr	Mag	c_nzr	c_all	m_max	s_min	m_sdv_neg	s_sdv_neg	m_avg_neg	s_avg_neg	s_sdv_nzr	m_sdv_all	s_sdv_all	s_avg_nzr	m_avg_nzr	s_avg_all	Sc	m_avg_all	m_sum_pos	c_pos	m_min	s_max	m_sdv_pos	s_sdv_pos	m_avg_pos	s_avg_pos	m_sdv_nzr
889	1	2.40	3	2.40	2.40	2.5	3	4	0.90	-0.90	0.80	0.80	0.80	-0.80	0.80	0.70	0.70	-0.80	0.80	-0.60	-0.6	0.60	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.93
890	1	1.90	4	1.90	1.90	2	4	5	0.80	-0.80	0.55	0.55	0.47	-0.47	0.55	0.49	0.49	-0.47	0.47	-0.38	-0.4	0.38	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.73
891	1	3.70	5	4.20	4.20	4.5	6	6	0.90	-0.90	0.76	0.76	0.74	-0.74	0.73	0.73	0.73	-0.53	0.70	-0.53	-0.5	0.70	0.50	1	0.40	0.50	0.50	0.50	0.50	0.50	0.81
892	1	0.70	1	0.70	0.70	0.8	1	2	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.49	0.49	-0.70	0.70	-0.35	-0.3	0.35	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.14
893	1	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	1.22
894	1	0.80	1	0.90	0.90	0.9	2	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.57	0.57	0.57	-0.35	0.45	-0.35	-0.3	0.45	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.97
895	1	1.70	3	1.70	1.70	1.8	3	3	0.90	-0.90	0.66	0.66	0.57	-0.57	0.66	0.66	0.66	-0.57	0.57	-0.57	-0.6	0.57	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.87
896	1	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
897	1	1.20	2	1.20	1.20	1.3	2	2	0.80	-0.80	0.63	0.63	0.60	-0.60	0.63	0.63	0.63	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.63
898	1	0.90	1	1.20	1.20	1.5	3	6	0.90	-0.90	0.90	0.90	0.90	-0.90	0.54	0.38	0.38	-0.20	0.40	-0.10	-0.1	0.20	0.30	2	0.00	0.20	0.16	0.16	0.15	0.15	0.71
899	1	0.60	1	0.60	0.60	0.7	1	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.42	0.42	-0.60	0.60	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.03
900	1	1.60	3	2.30	2.30	2.5	4	6	0.70	-0.70	0.55	0.55	0.53	-0.53	0.59	0.48	0.48	-0.23	0.57	-0.15	-0.1	0.38	0.70	1	0.00	0.70	0.70	0.70	0.70	0.70	0.78
901	1	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.19
902	1	0.20	1	0.30	0.30	0.4	2	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.16	0.16	0.16	-0.05	0.15	-0.05	0	0.15	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.79
903	1	0.70	2	0.70	0.70	0.8	2	2	0.40	-0.40	0.35	0.35	0.35	-0.35	0.35	0.35	0.35	-0.35	0.35	-0.35	-0.4	0.35	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.72
904	1	6.20	10	6.20	6.20	6.8	10	13	0.90	-0.90	0.66	0.66	0.62	-0.62	0.66	0.58	0.58	-0.62	0.62	-0.48	-0.5	0.48	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.71
905	1	1.00	2	1.00	1.00	1.1	2	2	0.70	-0.70	0.54	0.54	0.50	-0.50	0.54	0.54	0.54	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.80
907	1	0.60	1	0.70	0.70	0.8	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.43	0.43	0.43	-0.25	0.35	-0.25	-0.2	0.35	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.78
908	1	1.30	3	1.80	1.80	2	4	5	0.60	-0.60	0.47	0.47	0.43	-0.43	0.47	0.42	0.42	-0.20	0.45	-0.16	-0.2	0.36	0.50	1	0.00	0.50	0.50	0.50	0.50	0.50	0.65
909	1	1.50	2	1.50	1.50	1.5	2	2	0.80	-0.80	0.75	0.75	0.75	-0.75	0.75	0.75	0.75	-0.75	0.75	-0.75	-0.7	0.75	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	0.94
910	1	4.40	8	4.40	4.40	4.9	8	9	0.90	-0.90	0.60	0.60	0.55	-0.55	0.60	0.57	0.57	-0.55	0.55	-0.49	-0.5	0.49	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.69
911	1	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.09
912	1	2.90	5	3.00	3.00	3.1	6	7	0.80	-0.80	0.60	0.60	0.58	-0.58	0.55	0.51	0.51	-0.47	0.50	-0.40	-0.3	0.43	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.70
913	1	0.90	1	1.50	1.50	1.8	3	5	0.90	-0.90	0.90	0.90	0.90	-0.90	0.58	0.45	0.45	-0.10	0.50	-0.06	0	0.30	0.60	2	0.00	0.40	0.32	0.32	0.30	0.30	0.75
914	1	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.18
916	1	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.12
917	1	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	1.10
918	1	2.40	3	2.40	2.40	2.4	3	3	0.90	-0.90	0.81	0.81	0.80	-0.80	0.81	0.81	0.81	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.01
919	1	3.10	6	3.10	3.10	3.4	6	6	0.80	-0.80	0.55	0.55	0.52	-0.52	0.55	0.55	0.55	-0.52	0.52	-0.52	-0.5	0.52	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.68
920	1	1.30	2	1.40	1.40	1.4	3	3	0.70	-0.70	0.65	0.65	0.65	-0.65	0.54	0.54	0.54	-0.40	0.47	-0.40	-0.3	0.47	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.72
921	1	0.60	1	1.20	1.20	1.3	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	0.00	0.60	0.00	0	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	0.85
922	1	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
923	1	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.20
924	1	0.30	1	0.30	0.30	0.3	1	2	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.21	0.21	-0.30	0.30	-0.15	-0.1	0.15	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.54
925	1	5.20	9	5.40	5.40	6	11	11	0.90	-0.90	0.64	0.64	0.58	-0.58	0.58	0.58	0.58	-0.45	0.49	-0.45	-0.4	0.49	0.20	2	0.10	0.10	0.10	0.10	0.10	0.10	0.62
926	1	0.50	1	1.90	1.90	2.3	6	6	0.70	-0.50	0.50	0.50	0.50	-0.50	0.39	0.39	0.39	0.15	0.32	0.15	0.1	0.32	1.40	5	0.10	0.70	0.36	0.36	0.28	0.28	0.50
927	1	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.81
929	1	1.10	2	1.20	1.20	1.2	3	3	0.70	-0.70	0.57	0.57	0.55	-0.55	0.47	0.47	0.47	-0.33	0.40	-0.33	-0.3	0.40	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.68
930	1	1.50	3	1.50	1.50	1.7	3	4	0.90	-0.90	0.57	0.57	0.50	-0.50	0.57	0.50	0.50	-0.50	0.50	-0.38	-0.4	0.38	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.75
931	1	0.50	1	1.60	1.60	1.6	3	3	0.70	-0.50	0.50	0.50	0.50	-0.50	0.55	0.55	0.55	0.20	0.53	0.20	0.2	0.53	1.10	2	0.40	0.70	0.57	0.57	0.55	0.55	0.74
932	1	1.10	2	1.10	1.10	1.2	2	2	0.90	-0.90	0.65	0.65	0.55	-0.55	0.65	0.65	0.65	-0.55	0.55	-0.55	-0.6	0.55	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.89
933	1	0.40	2	0.40	0.40	0.5	2	2	0.30	-0.30	0.22	0.22	0.20	-0.20	0.22	0.22	0.22	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.70
934	1	2.20	3	3.00	3.00	3.3	5	6	0.80	-0.80	0.73	0.73	0.73	-0.73	0.64	0.58	0.58	-0.28	0.60	-0.23	-0.2	0.50	0.80	2	0.00	0.60	0.45	0.45	0.40	0.40	0.74
935	1	1.90	3	2.00	2.00	2.1	4	4	0.90	-0.90	0.70	0.70	0.63	-0.63	0.61	0.61	0.61	-0.45	0.50	-0.45	-0.4	0.50	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.75
936	1	1.10	3	2.20	2.20	2.6	6	8	0.70	-0.50	0.39	0.39	0.37	-0.37	0.42	0.36	0.36	-0.00	0.37	-0.00	0	0.28	1.10	3	0.00	0.70	0.44	0.44	0.37	0.37	0.55
937	1	0.80	1	1.70	1.70	1.8	4	4	0.80	-0.80	0.80	0.80	0.80	-0.80	0.51	0.51	0.51	0.02	0.43	0.02	0	0.43	0.90	3	0.10	0.60	0.37	0.37	0.30	0.30	0.63
938	1	0.20	1	0.20	0.20	0.2	1	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.14	0.14	-0.20	0.20	-0.10	0	0.10	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.82
939	1	2.20	4	2.20	2.20	2.4	4	5	0.80	-0.80	0.57	0.57	0.55	-0.55	0.57	0.51	0.51	-0.55	0.55	-0.44	-0.4	0.44	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.73
940	1	0.40	1	0.90	0.90	0.9	2	2	0.50	-0.40	0.40	0.40	0.40	-0.40	0.45	0.45	0.45	0.05	0.45	0.05	0	0.45	0.50	1	0.40	0.50	0.50	0.50	0.50	0.50	0.76
941	1	2.10	5	2.90	2.90	3.2	8	8	0.60	-0.60	0.44	0.44	0.42	-0.42	0.40	0.40	0.40	-0.16	0.36	-0.16	-0.1	0.36	0.80	3	0.10	0.40	0.29	0.29	0.27	0.27	0.50
942	1	2.20	3	2.20	2.20	2.3	3	3	0.90	-0.90	0.74	0.74	0.73	-0.73	0.74	0.74	0.74	-0.73	0.73	-0.73	-0.7	0.73	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.85
943	1	0.80	2	1.60	1.60	1.8	4	4	0.70	-0.60	0.45	0.45	0.40	-0.40	0.47	0.47	0.47	-0.00	0.40	-0.00	0	0.40	0.80	2	0.10	0.70	0.50	0.50	0.40	0.40	0.66
944	1	0.70	1	0.70	0.70	0.9	1	4	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.35	0.35	-0.70	0.70	-0.17	-0.1	0.17	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.07
945	1	3.10	5	3.10	3.10	3.3	5	5	0.90	-0.90	0.69	0.69	0.62	-0.62	0.69	0.69	0.69	-0.62	0.62	-0.62	-0.6	0.62	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.83
946	1	2.50	6	2.50	2.50	2.9	6	9	0.70	-0.70	0.47	0.47	0.42	-0.42	0.47	0.38	0.38	-0.42	0.42	-0.28	-0.3	0.28	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.60
947	1	1.20	3	1.30	1.30	1.5	4	6	0.60	-0.60	0.45	0.45	0.40	-0.40	0.40	0.32	0.32	-0.28	0.33	-0.18	-0.1	0.22	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.55
948	1	1.70	3	1.70	1.70	1.8	3	4	0.70	-0.70	0.57	0.57	0.57	-0.57	0.57	0.50	0.50	-0.57	0.57	-0.42	-0.4	0.42	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.72
949	1	0.60	2	0.70	0.70	0.8	3	3	0.40	-0.40	0.32	0.32	0.30	-0.30	0.26	0.26	0.26	-0.17	0.23	-0.17	-0.1	0.23	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.56
950	1	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.90
951	1	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.18
952	1	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	1.16
953	1	0.90	2	0.90	0.90	0.9	2	2	0.60	-0.60	0.47	0.47	0.45	-0.45	0.47	0.47	0.47	-0.45	0.45	-0.45	-0.4	0.45	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.90
954	1	1.00	3	1.50	1.50	1.7	4	4	0.50	-0.50	0.37	0.37	0.33	-0.33	0.41	0.41	0.41	-0.12	0.38	-0.12	-0.1	0.38	0.50	1	0.10	0.50	0.50	0.50	0.50	0.50	0.63
955	1	1.60	2	2.10	2.10	2.2	3	3	0.80	-0.80	0.80	0.80	0.80	-0.80	0.71	0.71	0.71	-0.37	0.70	-0.37	-0.3	0.70	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	0.85
956	1	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
957	1	1.30	2	1.80	1.80	1.9	3	3	0.70	-0.70	0.65	0.65	0.65	-0.65	0.61	0.61	0.61	-0.27	0.60	-0.27	-0.2	0.60	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	0.61
958	1	2.20	4	2.60	2.60	2.9	5	7	0.80	-0.80	0.59	0.59	0.55	-0.55	0.55	0.47	0.47	-0.36	0.52	-0.26	-0.2	0.37	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.66
959	1	1.10	2	1.10	1.10	1.1	2	2	0.60	-0.60	0.55	0.55	0.55	-0.55	0.55	0.55	0.55	-0.55	0.55	-0.55	-0.5	0.55	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.80
961	1	1.40	2	1.40	1.40	1.5	2	2	0.90	-0.90	0.73	0.73	0.70	-0.70	0.73	0.73	0.73	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.93
962	1	0.00	0	0.10	0.10	0.1	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.97
963	1	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.03
964	1	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	1.09
965	1	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.20
966	1	2.30	4	2.30	2.30	2.5	4	5	0.90	-0.90	0.65	0.65	0.57	-0.57	0.65	0.58	0.58	-0.57	0.57	-0.46	-0.5	0.46	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.85
967	1	1.10	3	1.10	1.10	1.2	3	3	0.60	-0.60	0.40	0.40	0.37	-0.37	0.40	0.40	0.40	-0.37	0.37	-0.37	-0.4	0.37	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.67
968	1	2.00	3	2.30	2.30	2.5	4	4	0.90	-0.90	0.69	0.69	0.67	-0.67	0.61	0.61	0.61	-0.42	0.57	-0.42	-0.4	0.57	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.74
969	1	2.20	3	2.30	2.30	2.4	4	4	0.90	-0.90	0.75	0.75	0.73	-0.73	0.65	0.65	0.65	-0.53	0.58	-0.53	-0.5	0.58	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.78
970	1	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.26
971	1	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.32
972	1	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.35
973	1	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.36
974	1	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.31
975	1	1.80	5	1.80	1.80	2.1	5	7	0.70	-0.70	0.43	0.43	0.36	-0.36	0.43	0.36	0.36	-0.36	0.36	-0.26	-0.2	0.26	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.67
976	1	2.00	3	2.20	2.20	2.2	4	5	0.90	-0.90	0.74	0.74	0.67	-0.67	0.65	0.58	0.58	-0.45	0.55	-0.36	-0.3	0.44	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.77
977	1	2.90	6	2.90	2.90	3.3	6	7	0.80	-0.80	0.56	0.56	0.48	-0.48	0.56	0.52	0.52	-0.48	0.48	-0.41	-0.4	0.41	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.66
978	1	2.50	5	2.50	2.50	2.9	5	6	0.90	-0.90	0.57	0.57	0.50	-0.50	0.57	0.52	0.52	-0.50	0.50	-0.42	-0.4	0.42	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.68
979	1	2.20	4	2.30	2.30	2.3	5	5	0.80	-0.80	0.61	0.61	0.55	-0.55	0.55	0.55	0.55	-0.42	0.46	-0.42	-0.4	0.46	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.66
980	1	1.00	2	1.20	1.20	1.4	4	5	0.70	-0.70	0.54	0.54	0.50	-0.50	0.39	0.35	0.35	-0.20	0.30	-0.16	-0.1	0.24	0.20	2	0.00	0.10	0.10	0.10	0.10	0.10	0.56
982	1	0.70	2	0.70	0.70	0.8	2	2	0.60	-0.60	0.43	0.43	0.35	-0.35	0.43	0.43	0.43	-0.35	0.35	-0.35	-0.4	0.35	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.71
983	1	0.00	0	0.10	0.10	0.2	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.85
984	1	1.10	2	1.10	1.10	1.1	2	3	0.80	-0.80	0.60	0.60	0.55	-0.55	0.60	0.49	0.49	-0.55	0.55	-0.37	-0.3	0.37	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.89
985	1	1.60	2	1.60	1.60	1.7	2	3	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.65	0.65	-0.80	0.80	-0.53	-0.5	0.53	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.04
987	1	0.60	1	0.90	0.90	1.1	2	4	0.60	-0.60	0.60	0.60	0.60	-0.60	0.47	0.34	0.34	-0.15	0.45	-0.07	0	0.22	0.30	1	0.00	0.30	0.30	0.30	0.30	0.30	0.74
988	1	11.50	18	12.00	12.00	13.3	21	25	0.90	-0.90	0.68	0.68	0.64	-0.64	0.63	0.58	0.58	-0.52	0.57	-0.44	-0.4	0.48	0.50	3	0.00	0.30	0.19	0.19	0.17	0.17	0.66
989	1	0.40	1	0.50	0.50	0.7	2	4	0.40	-0.40	0.40	0.40	0.40	-0.40	0.29	0.21	0.21	-0.15	0.25	-0.08	0	0.12	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.64
990	1	1.40	2	1.40	1.40	1.4	2	2	0.90	-0.90	0.73	0.73	0.70	-0.70	0.73	0.73	0.73	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.92
991	1	5.50	11	7.30	7.30	8.1	16	18	0.90	-0.90	0.54	0.54	0.50	-0.50	0.49	0.47	0.47	-0.23	0.46	-0.21	-0.2	0.41	1.80	5	0.00	0.50	0.37	0.37	0.36	0.36	0.55
992	1	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
993	1	0.60	1	0.60	0.60	0.6	1	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.42	0.42	-0.60	0.60	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.60
994	1	1.40	3	2.10	2.10	2.3	4	5	0.70	-0.70	0.51	0.51	0.47	-0.47	0.56	0.50	0.50	-0.17	0.53	-0.14	-0.1	0.42	0.70	1	0.00	0.70	0.70	0.70	0.70	0.70	0.68
995	1	2.90	8	4.10	4.10	4.9	11	14	0.80	-0.80	0.44	0.44	0.36	-0.36	0.45	0.40	0.40	-0.15	0.37	-0.12	-0.1	0.29	1.20	3	0.00	0.60	0.45	0.45	0.40	0.40	0.51
996	1	0.80	1	0.90	0.90	1	2	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.57	0.57	0.57	-0.35	0.45	-0.35	-0.3	0.45	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.76
997	1	0.60	1	0.60	0.60	0.7	1	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.42	0.42	-0.60	0.60	-0.30	-0.2	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.06
999	1	2.00	4	2.00	2.00	2.2	4	4	0.80	-0.80	0.54	0.54	0.50	-0.50	0.54	0.54	0.54	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.77
1001	1	1.40	2	1.40	1.40	1.4	2	3	0.90	-0.90	0.73	0.73	0.70	-0.70	0.73	0.59	0.59	-0.70	0.70	-0.47	-0.4	0.47	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.96
1002	1	0.90	2	0.90	0.90	1	2	2	0.80	-0.80	0.57	0.57	0.45	-0.45	0.57	0.57	0.57	-0.45	0.45	-0.45	-0.5	0.45	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.90
1003	1	2.80	6	3.00	3.00	3.3	7	8	0.70	-0.70	0.49	0.49	0.47	-0.47	0.46	0.43	0.43	-0.37	0.43	-0.33	-0.3	0.37	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.58
1004	1	0.80	3	1.40	1.40	1.6	5	5	0.40	-0.40	0.29	0.29	0.27	-0.27	0.30	0.30	0.30	-0.04	0.28	-0.04	0	0.28	0.60	2	0.10	0.30	0.30	0.30	0.30	0.30	0.45
1005	1	2.30	4	2.30	2.30	2.4	4	5	0.80	-0.80	0.59	0.59	0.57	-0.57	0.59	0.53	0.53	-0.57	0.57	-0.46	-0.4	0.46	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.68
1007	1	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.90
1008	1	3.80	6	4.20	4.20	4.6	8	9	0.90	-0.90	0.69	0.69	0.63	-0.63	0.60	0.57	0.57	-0.42	0.53	-0.38	-0.3	0.47	0.40	2	0.00	0.20	0.20	0.20	0.20	0.20	0.69
1009	1	4.10	5	4.10	4.10	4.3	5	7	0.90	-0.90	0.82	0.82	0.82	-0.82	0.82	0.70	0.70	-0.82	0.82	-0.59	-0.6	0.59	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.90
1010	1	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.31
1012	1	5.70	8	5.80	5.80	6.1	9	10	0.90	-0.90	0.73	0.73	0.71	-0.71	0.69	0.65	0.65	-0.62	0.64	-0.56	-0.5	0.58	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.80
